Region,Type,Nature,Highest Price Month,Lowest Price Month,Highest Price,Lowest Price
Nabeul,App. 1 pièc,Location,March,April,521676.05903310573,310308.0805972307
Zone Skanes,Duplex,Vente,March,March,521676.05903310573,335467.2110650256
Khaznadar,App. 3 pièc,Vente,March,March,521676.05903310573,335467.2110650256
Cite El Ghazala,App. 2 pièc,Location,March,May,521676.05903310573,274550.28580589977
Borj Cedria,App. 3 pièc,Vente,March,April,521676.05903310573,310308.0805972307
Kheireddine Pac,Surfaces,Location,March,March,521676.05903310573,335467.2110650256
Le Kram,App. 3 pièc,Location,March,May,521676.05903310573,274550.28580589977
Riadh Landlous,Bureau,Bureaux & Commer,March,April,521676.05903310573,310308.0805972307
Sfax,Maisons,Location,March,May,521676.05903310573,274550.28580589977
Rades,Maisons,Location,March,April,521676.05903310573,310308.0805972307
Rades Saline,Fond de Com,Bureaux & Commer,March,March,521676.05903310573,335467.2110650256
Sakiet Ezzit,Autre,Bureaux & Commer,March,March,521676.05903310573,335467.2110650256
Bou Mhel,App. 3 pièc,Location,March,May,521676.05903310573,274550.28580589977
Sfax,Duplex,Location,March,April,521676.05903310573,310308.0805972307
El Manar 1,App. 5 pièc,Location,March,April,521676.05903310573,310308.0805972307
Mnihla,Surfaces,Location,March,May,521676.05903310573,274550.28580589977
Cite Des Juges,Maisons,Location,March,April,521676.05903310573,310308.0805972307
El Menzah 9,App. 2 pièc,Vente,March,May,521676.05903310573,274550.28580589977
Cite 7 Novembre,Surfaces,Vente,March,March,521676.05903310573,335467.2110650256
Montplaisir,App. 2 pièc,Location,March,May,521676.05903310573,274550.28580589977
Montplaisir,App. 4 pièc,Location,March,May,521676.05903310573,274550.28580589977
El Menzah 7,App. 1 pièc,Location,March,May,521676.05903310573,274550.28580589977
Cite El Yasmine,Terrain nu,Terrain,March,April,521676.05903310573,310308.0805972307
El Omrane,App. 3 pièc,Location,March,April,521676.05903310573,310308.0805972307
Hammam Sousse,Terrain agr,Terrain,March,April,521676.05903310573,310308.0805972307
Borj Louzir,App. 2 pièc,Location,March,May,521676.05903310573,274550.28580589977
Akouda,Maisons,Vente,March,April,521676.05903310573,310308.0805972307
Chotrana 1,App. 1 pièc,Vente,March,March,521676.05903310573,335467.2110650256
Montplaisir,App. 5 pièc,Vente,March,March,521676.05903310573,335467.2110650256
Republique,Maisons,Location,March,March,521676.05903310573,335467.2110650256
Sidi Rezig,Surfaces,Bureaux & Commer,March,April,521676.05903310573,310308.0805972307
Dar Fadhal,Autre,Vente,March,March,521676.05903310573,335467.2110650256
Le Bardo,Fond de Com,Bureaux & Commer,March,May,521676.05903310573,274550.28580589977
El Manar 1,App. 1 pièc,Location,March,May,521676.05903310573,274550.28580589977
Cite Bhar Lazre,App. 2 pièc,Location,March,May,521676.05903310573,274550.28580589977
Borj El Baccouc,Maisons,Vente,March,March,521676.05903310573,335467.2110650256
Raoued,Duplex,Location,March,April,521676.05903310573,310308.0805972307
Borj El Baccouc,Terrain nu,Terrain,March,March,521676.05903310573,335467.2110650256
Bir Bouregba,Terrain nu,Terrain,March,May,521676.05903310573,274550.28580589977
Merkez Ouali,Terrain nu,Terrain,March,May,521676.05903310573,274550.28580589977
Jardins de Cart,App. 4 pièc,Vente,March,May,521676.05903310573,274550.28580589977
Monastir,Fond de Com,Bureaux & Commer,March,March,521676.05903310573,335467.2110650256
Marsa Safsaf,Maisons,Vente,March,May,521676.05903310573,274550.28580589977
La Mannouba,App. 5 pièc,Vente,March,March,521676.05903310573,335467.2110650256
La Mannouba,Fond de Com,Bureaux & Commer,March,April,521676.05903310573,310308.0805972307
Mohamadia,Maisons,Vente,March,April,521676.05903310573,310308.0805972307
Monastir,App. 2 pièc,Location,March,April,521676.05903310573,310308.0805972307
Cite El Kornich,Terrain nu,Terrain,March,May,521676.05903310573,274550.28580589977
Chotrana 1,App. 2 pièc,Vente,March,April,521676.05903310573,310308.0805972307
Ras Jebel,Surfaces,Location,March,April,521676.05903310573,310308.0805972307
Menzel Abderrah,App. 1 pièc,Location,March,March,521676.05903310573,335467.2110650256
Menzel Abderrah,App. 1 pièc,Location vacance,March,March,521676.05903310573,335467.2110650256
Dar Fadhal,App. 1 pièc,Location,March,May,521676.05903310573,274550.28580589977
Mornaguia,App. 3 pièc,Vente,March,March,521676.05903310573,335467.2110650256
Cite Kaa El Bal,Surfaces,Vente,March,March,521676.05903310573,335467.2110650256
Cite El Baali,App. 3 pièc,Vente,March,March,521676.05903310573,335467.2110650256
Ariana Essoughr,Maisons,Vente,March,March,521676.05903310573,335467.2110650256
Bizerte,Gérance lib,Bureaux & Commer,March,March,521676.05903310573,335467.2110650256
Sidi Daoud,App. 3 pièc,Location,March,May,521676.05903310573,274550.28580589977
Kalaa Essghira,App. 3 pièc,Vente,March,March,521676.05903310573,335467.2110650256
El Menzah 6,Duplex,Vente,March,May,521676.05903310573,274550.28580589977
Essaltania,Terrain nu,Terrain,March,May,521676.05903310573,274550.28580589977
Berge Du Lac,App. 4 pièc,Vente,March,May,521676.05903310573,274550.28580589977
Ibn Sina,Terrain nu,Terrain,March,March,521676.05903310573,335467.2110650256
El Gounna,Terrain agr,Terrain,March,April,521676.05903310573,310308.0805972307
Cite Des Juges,App. 2 pièc,Location,March,May,521676.05903310573,274550.28580589977
Cartage Byrsa,Atelier,Bureaux & Commer,March,March,521676.05903310573,335467.2110650256
Grombalia,App. 1 pièc,Vente,March,March,521676.05903310573,335467.2110650256
Salambo,Surfaces,Bureaux & Commer,March,April,521676.05903310573,310308.0805972307
Cite Industriel,Surfaces,Location,March,April,521676.05903310573,310308.0805972307
Raoued,App. 4 pièc,Vente,March,April,521676.05903310573,310308.0805972307
Cite El Hana,Maisons,Vente,March,April,521676.05903310573,310308.0805972307
El Mourouj,App. 3 pièc,Location,March,May,521676.05903310573,274550.28580589977
Ouerdanine,Terrain agr,Terrain,March,April,521676.05903310573,310308.0805972307
Cite Erriadh,App. 5 pièc,Location,March,March,521676.05903310573,335467.2110650256
Bab Bhar,Autre,Bureaux & Commer,March,April,521676.05903310573,310308.0805972307
Ettahrir 1,Maisons,Vente,March,April,521676.05903310573,310308.0805972307
Gammart,Fond de Com,Bureaux & Commer,March,March,521676.05903310573,335467.2110650256
El Menzah 6,Autre,Vente,March,April,521676.05903310573,310308.0805972307
Cite Riadh,App. 2 pièc,Vente,March,March,521676.05903310573,335467.2110650256
Cite El Khadra,Autre,Vente,March,March,521676.05903310573,335467.2110650256
Bab Bhar,Maisons,Vente,March,May,521676.05903310573,274550.28580589977
Ezzahra,App. 5 pièc,Location,March,April,521676.05903310573,310308.0805972307
Cite Jardins,Autre,Vente,March,March,521676.05903310573,335467.2110650256
La Mannouba,Terrain agr,Terrain,March,April,521676.05903310573,310308.0805972307
Cite Mohamed Al,Autre,Vente,March,March,521676.05903310573,335467.2110650256
Nabeul,App. 5 pièc,Vente,March,March,521676.05903310573,335467.2110650256
Chaabet El Mrez,App. 4 pièc,Vente,March,March,521676.05903310573,335467.2110650256
El Mourouj,Maisons,Location,March,May,521676.05903310573,274550.28580589977
Riadh Landlous,Surfaces,Bureaux & Commer,March,May,521676.05903310573,274550.28580589977
Borj Touil,App. 3 pièc,Vente,March,March,521676.05903310573,335467.2110650256
Mornaguia,Maisons,Vente,March,May,521676.05903310573,274550.28580589977
Jardins d'el Me,Duplex,Location,March,March,521676.05903310573,335467.2110650256
El Aouina,App. 1 pièc,Location,March,May,521676.05903310573,274550.28580589977
Hammam Sousse G,App. 1 pièc,Location,March,April,521676.05903310573,310308.0805972307
Ben Arous,App. 5 pièc,Vente,March,April,521676.05903310573,310308.0805972307
Zone Hoteliere,Fond de Com,Bureaux & Commer,March,March,521676.05903310573,335467.2110650256
Cite Universita,Maisons,Vente,March,April,521676.05903310573,310308.0805972307
Sahloul,App. 1 pièc,Location,March,April,521676.05903310573,310308.0805972307
Ras Tabia,Surfaces,Vente,March,March,521676.05903310573,335467.2110650256
Tarhouna 1,Terrain agr,Terrain,March,March,521676.05903310573,335467.2110650256
Cite Ennasr 1,App. 2 pièc,Vente,March,April,521676.05903310573,310308.0805972307
Le Bardo,Autre,Location,March,March,521676.05903310573,335467.2110650256
Sakiet Eddaier,App. 3 pièc,Location,March,March,521676.05903310573,335467.2110650256
El Aouina,Surfaces,Vente,March,May,521676.05903310573,274550.28580589977
Khaznadar,Maisons,Vente,March,April,521676.05903310573,310308.0805972307
El Haouaria,App. 3 pièc,Vente,March,April,521676.05903310573,310308.0805972307
Sidi Yati,Terrain nu,Terrain,March,March,521676.05903310573,335467.2110650256
Gafsa,Terrain nu,Terrain,March,March,521676.05903310573,335467.2110650256
Cite De L'Aerop,Surfaces,Vente,March,March,521676.05903310573,335467.2110650256
Monfleury,Maisons,Vente,March,May,521676.05903310573,274550.28580589977
Cite El Mahrsi,App. 1 pièc,Vente,March,March,521676.05903310573,335467.2110650256
Birine,Terrain nu,Terrain,March,May,521676.05903310573,274550.28580589977
Mahdia,Terrain nu,Terrain,March,May,521676.05903310573,274550.28580589977
Beja,Bureau,Bureaux & Commer,March,March,521676.05903310573,335467.2110650256
Mahdia,App. 1 pièc,Vente,March,March,521676.05903310573,335467.2110650256
El Menzah 6,App. 5 pièc,Location,March,April,521676.05903310573,310308.0805972307
Sousse Khezama,App. 4 pièc,Vente,March,April,521676.05903310573,310308.0805972307
Sidi Frej,App. 2 pièc,Location,March,May,521676.05903310573,274550.28580589977
Monastir,Duplex,Location,March,March,521676.05903310573,335467.2110650256
Kheireddine,App. 3 pièc,Location,March,April,521676.05903310573,310308.0805972307
Montplaisir,Autre,Location,March,May,521676.05903310573,274550.28580589977
Bizerte,App. 3 pièc,Location vacance,March,April,521676.05903310573,310308.0805972307
Beni Khira,Terrain agr,Terrain,March,March,521676.05903310573,335467.2110650256
Sidi Hassine,Gérance lib,Bureaux & Commer,March,March,521676.05903310573,335467.2110650256
Cite Ennasr 2,App. 5 pièc,Location,March,May,521676.05903310573,274550.28580589977
El Charguia,Autre,Location,March,May,521676.05903310573,274550.28580589977
El Medina,Terrain nu,Terrain,March,March,521676.05903310573,335467.2110650256
Ksibet El Medio,Terrain nu,Terrain,March,March,521676.05903310573,335467.2110650256
Gammart,App. 5 pièc,Location,March,May,521676.05903310573,274550.28580589977
Zone Industriel,Autre,Location,March,May,521676.05903310573,274550.28580589977
El Fejja,Autre,Location,March,March,521676.05903310573,335467.2110650256
Zaghouan,Autre,Vente,March,April,521676.05903310573,310308.0805972307
Sousse Riadh,App. 1 pièc,Location,March,March,521676.05903310573,335467.2110650256
Kerkouane,Terrain agr,Terrain,March,March,521676.05903310573,335467.2110650256
Cite El Khalil,App. 3 pièc,Location,March,May,521676.05903310573,274550.28580589977
Cite Bhar Lazre,App. 2 pièc,Vente,March,May,521676.05903310573,274550.28580589977
Menzel Temime,Terrain agr,Terrain,March,March,521676.05903310573,335467.2110650256
Hammam El Gheza,Terrain nu,Terrain,March,May,521676.05903310573,274550.28580589977
Le Kram Est,App. 3 pièc,Location,March,May,521676.05903310573,274550.28580589977
Hammam Sousse,Maisons,Location,March,May,521676.05903310573,274550.28580589977
Jaafar 1,Terrain nu,Terrain,March,April,521676.05903310573,310308.0805972307
Cite El Mbarka,Terrain nu,Terrain,March,April,521676.05903310573,310308.0805972307
La Mannouba,Autre,Vente,March,May,521676.05903310573,274550.28580589977
Ezzouhour 4,Duplex,Vente,March,March,521676.05903310573,335467.2110650256
Cite Ennasr,App. 2 pièc,Location,March,May,521676.05903310573,274550.28580589977
Sidi Daoud,Surfaces,Location,March,April,521676.05903310573,310308.0805972307
Monfleury,App. 1 pièc,Location,March,March,521676.05903310573,335467.2110650256
Menzel Temime,Surfaces,Vente,March,April,521676.05903310573,310308.0805972307
Cite Ennasr,Surfaces,Location,March,April,521676.05903310573,310308.0805972307
Kalaa Essghira,Maisons,Vente,March,April,521676.05903310573,310308.0805972307
Merkez Aloui,Autre,Vente,March,March,521676.05903310573,335467.2110650256
El Ain,Maisons,Vente,March,May,521676.05903310573,274550.28580589977
Bizerte,Autre,Vente,March,March,521676.05903310573,335467.2110650256
Marsa Ennassim,App. 5 pièc,Location,March,May,521676.05903310573,274550.28580589977
La Goulette,App. 3 pièc,Vente,March,May,521676.05903310573,274550.28580589977
La Goulette,App. 1 pièc,Vente,March,April,521676.05903310573,310308.0805972307
Cite El Hana,Duplex,Location,March,March,521676.05903310573,335467.2110650256
Ksar Said,App. 1 pièc,Location,March,May,521676.05903310573,274550.28580589977
Cite Ibn Khaldo,App. 3 pièc,Vente,March,March,521676.05903310573,335467.2110650256
Cite Ibn Khaldo,App. 2 pièc,Location,March,May,521676.05903310573,274550.28580589977
El Hrairia,Maisons,Vente,March,April,521676.05903310573,310308.0805972307
Ain Zaghouan,Fond de Com,Bureaux & Commer,March,May,521676.05903310573,274550.28580589977
Rejiche,Terrain nu,Terrain,March,April,521676.05903310573,310308.0805972307
Kelibia,App. 2 pièc,Location vacance,March,May,521676.05903310573,274550.28580589977
Kelibia,App. 5 pièc,Location vacance,March,March,521676.05903310573,335467.2110650256
Le Kram,Gérance lib,Bureaux & Commer,March,March,521676.05903310573,335467.2110650256
Zone Skanes,Maisons,Vente,March,April,521676.05903310573,310308.0805972307
Chatt Meriem,App. 3 pièc,Vente,March,May,521676.05903310573,274550.28580589977
Kairouan Sud,Terrain nu,Terrain,March,March,521676.05903310573,335467.2110650256
Chotrana 3,App. 2 pièc,Location,March,May,521676.05903310573,274550.28580589977
Ariana,App. 1 pièc,Location,March,May,521676.05903310573,274550.28580589977
Sidi Hmed,Terrain nu,Terrain,March,May,521676.05903310573,274550.28580589977
Jaafar 1,App. 3 pièc,Location,March,April,521676.05903310573,310308.0805972307
Cite Riadh,Autre,Vente,March,March,521676.05903310573,335467.2110650256
El Marja,Autre,Location,March,March,521676.05903310573,335467.2110650256
Megrine,App. 2 pièc,Partage,March,March,521676.05903310573,335467.2110650256
Denden,App. 3 pièc,Vente,March,May,521676.05903310573,274550.28580589977
Denden,App. 2 pièc,Location,March,May,521676.05903310573,274550.28580589977
Cite Ben Kilani,Maisons,Location,March,March,521676.05903310573,335467.2110650256
Cite El Habib,Maisons,Vente,March,March,521676.05903310573,335467.2110650256
Kheireddine,Autre,Location,March,April,521676.05903310573,310308.0805972307
Mezraya,Terrain nu,Terrain,March,March,521676.05903310573,335467.2110650256
Salakta,Terrain nu,Terrain,March,April,521676.05903310573,310308.0805972307
Ghizen,Terrain nu,Terrain,March,April,521676.05903310573,310308.0805972307
Hammam Chatt,App. 3 pièc,Location,March,May,521676.05903310573,274550.28580589977
El Aouina,Autre,Location,March,May,521676.05903310573,274550.28580589977
Hammam El Gheza,App. 1 pièc,Vente,March,March,521676.05903310573,335467.2110650256
Douga,Terrain agr,Terrain,March,April,521676.05903310573,310308.0805972307
Chotrana 1,Surfaces,Vente,March,May,521676.05903310573,274550.28580589977
Rades,App. 3 pièc,Location,March,May,521676.05903310573,274550.28580589977
Cite Du Stade,Maisons,Vente,March,April,521676.05903310573,310308.0805972307
Nouvelle Medina,Autre,Vente,March,April,521676.05903310573,310308.0805972307
Cite Ettahrir S,App. 1 pièc,Location,March,March,521676.05903310573,335467.2110650256
Cite El Hidhab,App. 1 pièc,Location,March,April,521676.05903310573,310308.0805972307
Sidi Hmed,Maisons,Vente,March,April,521676.05903310573,310308.0805972307
Hammam Chatt,Maisons,Location,March,April,521676.05903310573,310308.0805972307
Cite Ennour Jaa,App. 3 pièc,Location,March,March,521676.05903310573,335467.2110650256
Ben Arous,App. 2 pièc,Location,March,April,521676.05903310573,310308.0805972307
Sidi Aich,Terrain nu,Terrain,March,March,521676.05903310573,335467.2110650256
Bizerte,Terrain agr,Terrain,March,April,521676.05903310573,310308.0805972307
Cite Jardins,Fond de Com,Bureaux & Commer,March,March,521676.05903310573,335467.2110650256
El Menzah 9,Surfaces,Vente,March,May,521676.05903310573,274550.28580589977
Megrine Coteau,App. 2 pièc,Location,March,March,521676.05903310573,335467.2110650256
Cite Agricole,Autre,Vente,March,March,521676.05903310573,335467.2110650256
El Mourouj,App. 1 pièc,Location,March,May,521676.05903310573,274550.28580589977
Douga,Terrain nu,Terrain,March,March,521676.05903310573,335467.2110650256
Cite Ennasr 1,App. 4 pièc,Location,March,May,521676.05903310573,274550.28580589977
Douar Hicher,App. 5 pièc,Vente,March,March,521676.05903310573,335467.2110650256
El Menzah 6,App. 1 pièc,Vente,March,April,521676.05903310573,310308.0805972307
